id_interaccion,id_usuario,fecha_hora,intencion,tono_agente,canal,duracion_segundos,satisfaccion_usuario,texto_resumen
512,68,2025-09-03 23:34:04,motivacion,directo,movil,73,3,Se recomendó practicar ejercicios de SQL.
513,200,2025-07-04 14:16:26,recomendacion,empatico,whatsapp,41,5,Se ajustó orden de hitos por disponibilidad.
514,198,2025-05-30 10:30:11,seguimiento,directo,email,100,3,Se ajustó orden de hitos por disponibilidad.
515,116,2025-09-17 20:07:45,recomendacion,empatico,whatsapp,211,3,Se sugirió priorizar Inglés B1 antes de ML.
516,116,2025-04-26 15:26:37,seguimiento,didactico,email,362,3,Se recomendó practicar ejercicios de SQL.
517,41,2025-09-20 15:53:22,diagnostico,empatico,movil,554,3,Se revisó avance del hito Python básico.
518,47,2025-10-06 09:35:18,consulta_hito,didactico,movil,481,2,Se revisó avance del hito Python básico.
519,16,2025-06-11 13:59:35,consulta_hito,directo,email,120,1,Se explicó ruta de aprendizaje inicial.
520,119,2025-08-26 06:51:13,seguimiento,didactico,web,518,1,Se sugirió priorizar Inglés B1 antes de ML.
521,43,2025-04-26 10:09:37,recomendacion,directo,whatsapp,131,3,Se recomendó practicar ejercicios de SQL.
522,142,2025-09-08 03:53:44,motivacion,directo,web,398,2,Se explicó ruta de aprendizaje inicial.
523,109,2025-04-07 06:15:16,consulta_hito,directo,movil,45,2,Se sugirió priorizar Inglés B1 antes de ML.
524,146,2025-04-09 14:38:59,diagnostico,estrategico,movil,422,3,Se sugirió priorizar Inglés B1 antes de ML.
525,20,2025-04-27 17:19:38,seguimiento,empatico,web,476,4,Se explicó ruta de aprendizaje inicial.
526,56,2025-05-05 10:12:12,seguimiento,directo,email,55,3,Se explicó ruta de aprendizaje inicial.
527,9,2025-07-26 07:11:25,motivacion,directo,movil,204,4,Se sugirió priorizar Inglés B1 antes de ML.
528,47,2025-07-11 18:35:45,recomendacion,didactico,movil,130,4,Se revisó avance del hito Python básico.
529,145,2025-07-21 10:02:45,seguimiento,didactico,movil,583,1,Se ajustó orden de hitos por disponibilidad.
530,57,2025-04-16 19:59:15,seguimiento,estrategico,whatsapp,77,2,Se recomendó practicar ejercicios de SQL.
531,158,2025-08-08 10:38:44,diagnostico,directo,movil,145,4,Se revisó avance del hito Python básico.
532,195,2025-10-12 18:26:31,consulta_hito,empatico,movil,135,4,Se revisó avance del hito Python básico.
533,90,2025-04-22 18:05:49,recomendacion,didactico,web,143,4,Se sugirió priorizar Inglés B1 antes de ML.
534,116,2025-09-04 15:51:55,recomendacion,directo,email,185,5,Se recomendó practicar ejercicios de SQL.
535,92,2025-06-22 23:30:38,motivacion,didactico,whatsapp,397,1,Se sugirió priorizar Inglés B1 antes de ML.
536,186,2025-04-04 10:16:41,motivacion,didactico,whatsapp,17,4,Se sugirió priorizar Inglés B1 antes de ML.
537,94,2025-09-11 12:22:45,diagnostico,directo,web,573,1,Se explicó ruta de aprendizaje inicial.
538,145,2025-06-09 21:51:17,motivacion,empatico,movil,205,1,Se recomendó practicar ejercicios de SQL.
539,199,2025-07-29 10:34:26,consulta_hito,empatico,whatsapp,280,5,Se ajustó orden de hitos por disponibilidad.
540,9,2025-06-30 15:42:07,consulta_hito,directo,whatsapp,212,2,Se revisó avance del hito Python básico.
541,45,2025-04-06 18:06:32,consulta_hito,directo,whatsapp,83,1,Se revisó avance del hito Python básico.
542,96,2025-08-10 21:41:24,recomendacion,empatico,web,246,3,Se recomendó practicar ejercicios de SQL.
543,85,2025-04-17 04:10:47,consulta_hito,didactico,whatsapp,228,5,Se revisó avance del hito Python básico.
544,194,2025-07-08 14:08:54,consulta_hito,directo,whatsapp,267,4,Se revisó avance del hito Python básico.
545,152,2025-09-16 22:36:09,consulta_hito,empatico,web,370,5,Se ajustó orden de hitos por disponibilidad.
546,166,2025-07-02 17:17:46,diagnostico,directo,whatsapp,291,1,Se revisó avance del hito Python básico.
547,149,2025-04-26 13:11:57,seguimiento,estrategico,email,335,5,Se ajustó orden de hitos por disponibilidad.
548,158,2025-05-26 04:58:24,diagnostico,empatico,movil,263,4,Se sugirió priorizar Inglés B1 antes de ML.
549,51,2025-05-03 10:22:40,seguimiento,didactico,whatsapp,395,3,Se revisó avance del hito Python básico.
550,17,2025-04-09 23:43:17,seguimiento,directo,whatsapp,110,5,Se revisó avance del hito Python básico.
551,115,2025-08-14 23:40:44,motivacion,empatico,movil,200,4,Se sugirió priorizar Inglés B1 antes de ML.
552,20,2025-07-02 04:08:26,diagnostico,didactico,whatsapp,252,4,Se revisó avance del hito Python básico.
553,109,2025-07-19 15:28:22,seguimiento,estrategico,movil,535,4,Se recomendó practicar ejercicios de SQL.
554,99,2025-05-14 03:55:25,consulta_hito,empatico,email,138,4,Se revisó avance del hito Python básico.
555,7,2025-04-05 22:59:29,motivacion,directo,whatsapp,337,2,Se recomendó practicar ejercicios de SQL.
556,16,2025-06-17 09:41:33,consulta_hito,empatico,web,377,2,Se recomendó practicar ejercicios de SQL.
557,91,2025-04-08 01:32:36,recomendacion,empatico,whatsapp,229,2,Se explicó ruta de aprendizaje inicial.
558,149,2025-05-15 00:15:36,recomendacion,directo,web,544,4,Se sugirió priorizar Inglés B1 antes de ML.
559,152,2025-09-30 05:44:58,consulta_hito,estrategico,email,144,3,Se recomendó practicar ejercicios de SQL.
560,34,2025-06-02 18:03:24,diagnostico,directo,whatsapp,344,5,Se explicó ruta de aprendizaje inicial.
561,152,2025-06-13 05:46:57,diagnostico,estrategico,email,519,1,Se sugirió priorizar Inglés B1 antes de ML.
562,127,2025-08-30 15:21:28,motivacion,directo,movil,255,2,Se ajustó orden de hitos por disponibilidad.
563,151,2025-09-18 04:50:08,recomendacion,empatico,whatsapp,73,2,Se recomendó practicar ejercicios de SQL.
564,120,2025-07-25 18:25:43,seguimiento,estrategico,web,547,3,Se ajustó orden de hitos por disponibilidad.
565,92,2025-06-17 19:30:45,motivacion,directo,whatsapp,462,4,Se revisó avance del hito Python básico.
566,104,2025-06-09 23:11:40,diagnostico,estrategico,email,508,2,Se ajustó orden de hitos por disponibilidad.
567,200,2025-06-08 13:27:35,recomendacion,estrategico,movil,341,3,Se explicó ruta de aprendizaje inicial.
568,150,2025-09-03 08:42:31,consulta_hito,directo,movil,202,3,Se explicó ruta de aprendizaje inicial.
569,194,2025-05-15 11:39:02,motivacion,directo,whatsapp,430,2,Se recomendó practicar ejercicios de SQL.
570,115,2025-06-10 01:04:46,motivacion,didactico,movil,272,2,Se explicó ruta de aprendizaje inicial.
571,24,2025-06-09 01:04:01,consulta_hito,directo,whatsapp,104,3,Se ajustó orden de hitos por disponibilidad.
572,147,2025-06-11 04:06:26,motivacion,empatico,web,442,4,Se revisó avance del hito Python básico.
573,178,2025-09-23 09:35:56,diagnostico,directo,email,423,1,Se recomendó practicar ejercicios de SQL.
574,88,2025-04-24 15:22:17,motivacion,estrategico,email,213,2,Se explicó ruta de aprendizaje inicial.
575,123,2025-07-23 21:43:43,diagnostico,empatico,movil,91,1,Se explicó ruta de aprendizaje inicial.
576,148,2025-06-28 11:50:12,consulta_hito,estrategico,movil,566,5,Se revisó avance del hito Python básico.
577,35,2025-06-05 11:16:14,recomendacion,didactico,web,103,5,Se revisó avance del hito Python básico.
578,98,2025-04-06 10:55:04,diagnostico,didactico,web,556,2,Se sugirió priorizar Inglés B1 antes de ML.
579,125,2025-04-18 16:21:33,recomendacion,didactico,whatsapp,424,1,Se sugirió priorizar Inglés B1 antes de ML.
580,15,2025-10-05 06:58:32,seguimiento,directo,email,303,2,Se ajustó orden de hitos por disponibilidad.
581,183,2025-08-19 16:22:22,diagnostico,empatico,whatsapp,248,4,Se revisó avance del hito Python básico.
582,52,2025-07-18 14:22:34,seguimiento,empatico,email,450,2,Se revisó avance del hito Python básico.
583,173,2025-05-17 10:34:35,consulta_hito,directo,email,132,1,Se ajustó orden de hitos por disponibilidad.
584,67,2025-07-23 03:46:36,diagnostico,didactico,whatsapp,155,2,Se explicó ruta de aprendizaje inicial.
585,100,2025-08-17 17:33:34,recomendacion,estrategico,web,216,4,Se revisó avance del hito Python básico.
586,119,2025-10-03 16:27:02,seguimiento,estrategico,email,445,1,Se sugirió priorizar Inglés B1 antes de ML.
587,178,2025-06-24 03:39:08,recomendacion,estrategico,movil,61,3,Se sugirió priorizar Inglés B1 antes de ML.
588,18,2025-10-05 01:11:43,recomendacion,estrategico,web,538,5,Se sugirió priorizar Inglés B1 antes de ML.
589,6,2025-05-07 19:35:46,seguimiento,directo,movil,321,2,Se explicó ruta de aprendizaje inicial.
590,44,2025-07-24 16:17:03,motivacion,directo,email,330,3,Se recomendó practicar ejercicios de SQL.
591,20,2025-10-13 21:58:30,consulta_hito,directo,whatsapp,368,4,Se recomendó practicar ejercicios de SQL.
592,51,2025-10-15 18:27:42,seguimiento,estrategico,email,598,1,Se revisó avance del hito Python básico.
593,92,2025-07-27 03:51:02,motivacion,estrategico,movil,402,2,Se sugirió priorizar Inglés B1 antes de ML.
594,144,2025-04-20 07:25:05,recomendacion,didactico,movil,217,5,Se sugirió priorizar Inglés B1 antes de ML.
595,188,2025-07-16 14:18:51,diagnostico,empatico,web,362,2,Se ajustó orden de hitos por disponibilidad.
596,87,2025-08-03 17:53:13,seguimiento,estrategico,movil,108,4,Se recomendó practicar ejercicios de SQL.
597,61,2025-08-06 23:34:22,motivacion,empatico,web,240,4,Se ajustó orden de hitos por disponibilidad.
598,20,2025-07-14 21:34:53,seguimiento,empatico,whatsapp,515,4,Se explicó ruta de aprendizaje inicial.
599,76,2025-06-29 11:21:08,seguimiento,estrategico,whatsapp,232,4,Se explicó ruta de aprendizaje inicial.
600,102,2025-08-27 21:51:30,diagnostico,didactico,whatsapp,440,3,Se sugirió priorizar Inglés B1 antes de ML.
